Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Tenure,Total_Amount_Spent,Total_Num_Purchases,Total_Acp_Cmp,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Absurd,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO
0.40918172368936995,0.0,0.5,0.9393939393939394,0.10850636302746149,0.15577889447236182,0.0736231884057971,0.03088803088803089,0.06463878326996197,0.19060773480662982,0.13333333333333333,0.14814814814814814,0.07142857142857142,0.5384615384615385,0.15000000000000002,0,0,0,0,0,0.0,0,0.875,0.39198855507868374,0.1623015873015873,0.34090909090909094,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.5045840153858602,0.0,0.0,0.23232323232323235,0.6738111185532485,0.11055276381909548,0.06666666666666667,0.22779922779922782,0.2585551330798479,0.12430939226519336,0.06666666666666667,0.25925925925925924,0.21428571428571427,0.9230769230769231,0.15000000000000002,0,0,1,1,0,0.0,1,0.8928571428571428,0.8326180257510729,0.5198412698412699,0.5909090909090909,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0
0.2692463293644619,0.0,0.5,0.26262626262626265,0.06563965170797052,0.0,0.06144927536231884,0.1891891891891892,0.03802281368821293,0.292817679558011,0.3333333333333333,0.18518518518518517,0.03571428571428571,0.38461538461538464,0.30000000000000004,0,0,0,0,0,0.0,0,0.3928571428571428,0.9370529327610871,0.14444444444444446,0.36363636363636365,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.16311999352698436,0.5,0.0,0.31313131313131315,0.0087073007367716,0.0,0.00463768115942029,0.007722007722007722,0.0038022813688212928,0.013812154696132596,0.06666666666666667,0.037037037037037035,0.0,0.3076923076923077,0.15000000000000002,0,0,0,0,0,0.0,0,0.14285714285714285,0.0886981402002861,0.009523809523809525,0.13636363636363635,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.3393540677301499,0.0,0.5,0.8383838383838385,0.34092431346282653,0.0,0.03768115942028986,0.02702702702702703,0.04182509505703422,0.013812154696132596,0.26666666666666666,0.25925925925925924,0.07142857142857142,0.6923076923076923,0.30000000000000004,0,0,0,0,0,0.0,0,0.5892857142857143,0.8140200286123032,0.23492063492063492,0.5,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.43193686320152863,0.5,0.0,0.8080808080808082,0.6416610850636303,0.7989949748743719,0.25913043478260867,0.07722007722007722,0.0,0.0856353591160221,0.2,0.07407407407407407,0.3571428571428571,0.9230769230769231,0.35000000000000003,0,0,0,0,0,0.0,0,0.4107142857142857,0.9027181688125893,0.638888888888889,0.6136363636363636,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.255416482538418,1.0,0.0,0.5353535353535354,0.013395847287340924,0.03015075376884422,0.024927536231884057,0.07335907335907337,0.019011406844106463,0.10497237569060773,0.06666666666666667,0.1111111111111111,0.03571428571428571,0.15384615384615385,0.4,0,0,0,0,0,0.0,0,0.4464285714285714,0.5922746781115878,0.05,0.1590909090909091,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.1791095869095707,0.0,0.0,0.29292929292929293,0.043536503683858,0.18090452261306533,0.04289855072463768,0.14671814671814673,0.07604562737642585,0.30386740331491713,0.06666666666666667,0.18518518518518517,0.03571428571428571,0.3076923076923077,0.35000000000000003,0,0,0,0,0,0.0,0,0.6428571428571428,0.6795422031473533,0.13412698412698412,0.25,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.3338893487772847,0.0,0.5,0.030303030303030304,0.02813127930341594,0.05527638190954774,0.03304347826086956,0.03861003861003861,0.10646387832699619,0.03867403314917127,0.06666666666666667,0.037037037037037035,0.03571428571428571,0.46153846153846156,0.1,0,0,0,0,0,0.0,0,0.3392857142857143,0.3648068669527897,0.062301587301587295,0.20454545454545456,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.40958006311190226,0.0,0.5,0.4545454545454546,0.8392498325519089,0.0,0.25913043478260867,0.0888030888030888,0.26996197718631176,0.09668508287292818,0.2,0.4074074074074074,0.17857142857142855,0.8461538461538463,0.4,0,0,0,1,0,0.0,0,0.4642857142857143,0.5765379113018597,0.7238095238095238,0.6818181818181819,0.25,0,0,0,0,1,0,0,0,1,0,0,0,0
0.4463891153752793,0.0,0.0,0.8585858585858587,0.7649028801071668,0.2562814070351759,0.24057971014492752,0.3474903474903475,0.2623574144486692,0.1022099447513812,0.06666666666666667,0.25925925925925924,0.2857142857142857,0.8461538461538463,0.15000000000000002,1,0,0,1,0,0.0,0,0.25,0.29470672389127317,0.7138888888888889,0.6136363636363636,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0
0.28531061138877306,0.5,0.5,0.030303030303030304,0.044876088412592094,0.005025125628140704,0.011594202898550725,0.0,0.0076045627376425855,0.0856353591160221,0.2,0.07407407407407407,0.07142857142857142,0.15384615384615385,0.35000000000000003,0,0,0,0,0,0.0,1,0.8392857142857142,0.5665236051502145,0.046031746031746035,0.20454545454545456,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.2803438167140732,0.0,0.5,0.888888888888889,0.23442732752846618,0.5226130653266332,0.10956521739130434,0.7606177606177607,0.5741444866920152,0.1574585635359116,0.4,0.4074074074074074,0.2857142857142857,0.38461538461538464,0.4,1,0,0,0,0,0.0,0,0.375,0.8569384835479255,0.4138888888888889,0.6818181818181819,0.25,1,0,0,0,0,0,0,0,0,0,1,0,0
0.25986668077452124,1.0,0.5,0.8383838383838385,0.01205626255860683,0.005025125628140704,0.01855072463768116,0.02316602316602317,0.011406844106463879,0.07734806629834254,0.2,0.07407407407407407,0.0,0.3076923076923077,0.30000000000000004,0,0,0,0,0,0.0,0,0.5357142857142857,0.32618025751072954,0.03293650793650794,0.20454545454545456,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.12655367934921297,0.5,0.0,0.43434343434343436,0.004688546550569324,0.05025125628140704,0.007536231884057971,0.011583011583011584,0.04182509505703422,0.03038674033149171,0.13333333333333333,0.07407407407407407,0.0,0.23076923076923078,0.35000000000000003,0,0,0,0,0,0.0,0,0.4285714285714286,0.46494992846924166,0.01984126984126984,0.1590909090909091,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.3214599139835809,0.5,0.5,0.4141414141414142,0.3275284661754856,0.03015075376884422,0.08811594202898551,0.03088803088803089,0.022813688212927757,0.3646408839779005,0.6666666666666666,0.3333333333333333,0.14285714285714285,0.46153846153846156,0.4,0,0,0,0,0,0.0,1,0.5892857142857143,0.9198855507868382,0.3126984126984127,0.6590909090909091,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.3090335912166157,0.0,0.5,0.9696969696969697,0.15472203616878766,0.32663316582914576,0.1136231884057971,0.14671814671814673,0.26996197718631176,0.3425414364640884,0.06666666666666667,0.2222222222222222,0.17857142857142855,0.5384615384615385,0.2,0,0,0,0,0,0.0,0,0.5892857142857143,0.46065808297567945,0.2857142857142857,0.4318181818181818,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.3639204068041353,0.0,0.5,0.030303030303030304,0.3362357669122572,0.09547738693467336,0.07652173913043478,0.0,0.022813688212927757,0.0718232044198895,0.4,0.2222222222222222,0.07142857142857142,0.8461538461538463,0.30000000000000004,0,0,0,0,0,0.0,0,0.8571428571428572,0.7768240343347639,0.2698412698412698,0.5681818181818182,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.397934859056309,0.0,0.5,0.7777777777777778,0.1507032819825854,0.8140703517587939,0.22434782608695653,0.4092664092664093,0.13688212927756654,0.08011049723756905,0.06666666666666667,0.18518518518518517,0.3571428571428571,0.6153846153846154,0.15000000000000002,0,0,0,0,0,0.0,0,0.3571428571428571,0.29899856938483543,0.373015873015873,0.5454545454545454,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.41679374109182343,0.0,0.0,0.030303030303030304,0.30676490288010716,0.40703517587939697,0.2063768115942029,0.4092664092664093,0.19011406844106463,0.11049723756906077,0.06666666666666667,0.14814814814814814,0.14285714285714285,0.5384615384615385,0.1,0,0,0,0,0,0.0,0,0.4821428571428571,0.005722460658082975,0.430952380952381,0.36363636363636365,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.5172499642116924,0.0,0.0,0.0,0.12659075686537172,0.5226130653266332,0.21971014492753624,0.4285714285714286,0.7186311787072244,0.6022099447513812,0.06666666666666667,0.14814814814814814,0.14285714285714285,0.46153846153846156,0.05,0,0,0,0,0,0.0,1,0.4642857142857143,0.018597997138769667,0.47023809523809523,0.34090909090909094,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.29004089203134437,0.0,0.5,0.020202020202020204,0.018754186202277295,0.0,0.002318840579710145,0.0,0.0,0.0,0.06666666666666667,0.037037037037037035,0.0,0.23076923076923078,0.25,0,0,0,0,0,0.0,0,0.625,0.3233190271816881,0.010714285714285714,0.11363636363636365,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.0978981371407943,0.5,0.0,0.12121212121212122,0.004018754186202277,0.020100502512562814,0.00927536231884058,0.011583011583011584,0.03802281368821293,0.08287292817679558,0.2,0.1111111111111111,0.03571428571428571,0.15384615384615385,0.35000000000000003,0,0,0,0,0,0.0,1,0.375,0.4048640915593705,0.025396825396825397,0.20454545454545456,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.15634822334393494,0.5,0.5,0.10101010101010102,0.020763563295378432,0.005025125628140704,0.007536231884057971,0.02702702702702703,0.0076045627376425855,0.024861878453038673,0.26666666666666666,0.07407407407407407,0.03571428571428571,0.3076923076923077,0.2,0,0,0,0,0,0.0,0,0.4464285714285714,0.10300429184549353,0.023015873015873017,0.25,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.1034499928423385,0.0,0.0,0.010101010101010102,0.0006697923643670462,0.06030150753768844,0.005217391304347826,0.0,0.053231939163498096,0.019337016574585635,0.06666666666666667,0.07407407407407407,0.0,0.23076923076923078,0.35000000000000003,0,0,0,0,0,0.0,0,0.10714285714285715,0.3476394849785407,0.015079365079365078,0.13636363636363635,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.48182265182022443,0.0,0.0,0.020202020202020204,0.43536503683858,0.18592964824120603,0.45217391304347826,0.10424710424710425,0.6349809885931559,0.08839779005524862,0.06666666666666667,0.2222222222222222,0.3214285714285714,1.0,0.15000000000000002,0,0,0,0,0,0.0,0,0.5714285714285714,0.9828326180257508,0.6698412698412698,0.6590909090909091,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.38566102559953197,0.0,0.5,0.6363636363636365,0.3931681178834561,0.21608040201005024,0.1953623188405797,0.16216216216216217,0.33079847908745247,0.14917127071823205,0.2,0.4074074074074074,0.21428571428571427,0.6923076923076923,0.30000000000000004,0,0,0,0,0,0.0,0,0.3214285714285714,0.3690987124463519,0.45436507936507936,0.6590909090909091,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.2034705322188128,0.5,0.0,0.8181818181818182,0.0020093770931011385,0.01507537688442211,0.004057971014492754,0.02316602316602317,0.0076045627376425855,0.024861878453038673,0.06666666666666667,0.037037037037037035,0.0,0.15384615384615385,0.35000000000000003,0,0,0,0,0,0.0,0,0.3928571428571428,0.51931330472103,0.00992063492063492,0.09090909090909091,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.22943728332513832,0.5,0.0,0.42424242424242425,0.03415941058271935,0.06030150753768844,0.028405797101449276,0.06563706563706564,0.09125475285171103,0.06629834254143646,0.2,0.14814814814814814,0.03571428571428571,0.23076923076923078,0.4,0,0,0,0,0,0.0,0,0.3214285714285714,0.4134477825464949,0.06825396825396826,0.25,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.20217592909558277,0.5,0.5,0.020202020202020204,0.03348961821835231,0.020100502512562814,0.016231884057971015,0.02316602316602317,0.011406844106463879,0.0718232044198895,0.2,0.1111111111111111,0.03571428571428571,0.15384615384615385,0.45,0,0,0,0,0,0.0,1,0.5892857142857143,0.9442060085836909,0.044444444444444446,0.20454545454545456,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.15646025630652216,0.5,0.0,0.5252525252525253,0.0,0.0,0.0005797101449275362,0.03088803088803089,0.011406844106463879,0.0055248618784530384,0.06666666666666667,0.037037037037037035,0.0,0.15384615384615385,0.35000000000000003,0,0,0,0,0,0.0,0,0.0892857142857143,0.08583690987124462,0.0035714285714285718,0.09090909090909091,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.3960987632805741,0.0,0.0,0.010101010101010102,0.04755525787006028,0.11055276381909548,0.06492753623188406,0.5328185328185329,0.33840304182509506,0.08011049723756905,0.06666666666666667,0.07407407407407407,0.10714285714285714,1.0,0.05,0,0,0,0,0,0.0,0,0.2142857142857143,0.47496423462088694,0.18095238095238095,0.4318181818181818,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.4631318192285908,0.0,0.0,0.5757575757575758,0.3924983255190891,0.3316582914572864,0.37855072463768114,0.06563706563706564,0.0,0.0718232044198895,0.06666666666666667,0.18518518518518517,0.3214285714285714,0.46153846153846156,0.1,0,0,0,0,0,0.0,0,0.8571428571428572,0.06723891273247495,0.5329365079365079,0.4772727272727273,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.3210491264540945,0.0,0.0,0.32323232323232326,0.16141995981245813,0.0,0.006956521739130434,0.0,0.0,0.06906077348066297,0.06666666666666667,0.18518518518518517,0.03571428571428571,0.38461538461538464,0.35000000000000003,0,0,0,0,0,0.0,0,0.8035714285714286,0.46351931330472096,0.10833333333333334,0.2727272727272727,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.1902879869543839,0.0,0.5,0.6363636363636365,0.023442732752846616,0.0,0.0011594202898550724,0.0,0.0,0.0055248618784530384,0.13333333333333333,0.037037037037037035,0.0,0.3076923076923077,0.25,0,0,0,0,0,0.0,0,0.4642857142857143,0.16165951359084405,0.013492063492063493,0.1590909090909091,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.3700199792116614,0.0,0.5,0.7070707070707072,0.26992632283991963,0.12060301507537688,0.01681159420289855,0.02316602316602317,0.09125475285171103,0.6022099447513812,0.13333333333333333,0.18518518518518517,0.17857142857142855,0.46153846153846156,0.15000000000000002,1,0,0,0,0,0.0,0,0.6607142857142857,0.09585121602288983,0.2773809523809524,0.4090909090909091,0.25,0,0,1,0,0,0,0,0,1,0,0,0,0
0.49282055431420263,0.0,0.0,0.7171717171717172,0.1071667782987274,0.4020100502512563,0.21391304347826087,0.25868725868725867,0.1482889733840304,0.11325966850828728,0.06666666666666667,0.1111111111111111,0.10714285714285714,0.6153846153846154,0.05,0,0,0,0,0,0.0,0,0.1785714285714286,0.8669527896995707,0.298015873015873,0.34090909090909094,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0
